Name,MainAirline,RewardsID,Age,Gender,Race,HomeAirport
Ryan Parente,AS,AS60105,45,M,Native Hawaiian/Pacific Islander,BWI
Gail Cleveland,AS,AS24395,78,F,Asian,CLT
Florence Schmidt,AA,AA48076,28,F,Asian,SLC
Catherine Basquez,HA,HA97229,57,F,Native Hawaiian/Pacific Islander,IAD
Paul Baldyga,HA,HA44176,78,M,Hispanic/Latino,PHX
Anthony Martinez,AA,AA63692,52,M,Native Hawaiian/Pacific Islander,LAS
Karla Smith,AA,AA64221,77,F,Asian,BNA
Maria Stallings,HA,HA57315,47,F,White,SLC
Mattie Schoeck,DL,DL23759,79,F,White,EWR
Jeffrey Gagnon,AA,AA31740,31,M,Native Hawaiian/Pacific Islander,SEA
Eric Dawson,AA,AA35561,53,M,Black/African American,MIA
Tracy Brinton,SW,SW48499,22,F,Black/African American,SLC
Bobby Robinson,SW,SW18648,27,M,White,LAS
Vera Daniels,UA,UA67140,42,F,Hispanic/Latino,BWI
Vicki Arcangel,SW,SW46126,56,F,Black/African American,LGA
Elvira Simon,HA,HA99915,37,F,Native American/Alaska Native,SAN
Bonnie Williams,AS,AS82798,45,F,White,PHL
Timothy Patton,HA,HA84499,55,M,White,IAD
Cheryl Eaton,AA,AA71716,28,F,Native American/Alaska Native,MCO
Frank Asberry,HA,HA87812,42,M,White,ORD
Richard Shuttleworth,SW,SW96245,84,M,Black/African American,LAS
Louise Patton,HA,HA34152,36,F,Asian,DTW
June Alfaro,AA,AA88173,22,F,Native American/Alaska Native,ORD
Judy Trinkle,HA,HA93291,29,F,Black/African American,BOS
Richard Zabinski,AA,AA65847,42,M,Hispanic/Latino,MDW
Mollie Martin,AS,AS98636,72,F,Hispanic/Latino,EWR
Lee Hale,AS,AS29063,24,M,Native Hawaiian/Pacific Islander,PHX
Thomas Tate,DL,DL34433,38,M,Black/African American,MDW
Albert Johnson,SW,SW61614,80,M,Native Hawaiian/Pacific Islander,SLC
Matthew Isom,HA,HA61548,24,M,Native Hawaiian/Pacific Islander,SFO
Emil Igtanloc,UA,UA34036,70,M,Asian,JFK
Jodi Hernandez,SW,SW44207,65,F,Asian,IAD
Sandy Kha,AS,AS87396,54,F,Hispanic/Latino,PHL
George Ryan,UA,UA43079,35,M,White,EWR
Vivian Gorski,SW,SW92158,36,F,White,TPA
Williams Mccorkle,HA,HA41658,41,M,Native American/Alaska Native,SAN
Louis Holder,AS,AS72046,23,M,White,TPA
Jose Langley,DL,DL56654,37,M,Hispanic/Latino,LAS
Donald Brown,HA,HA57263,49,M,Black/African American,PHL
Duane Eason,AA,AA46015,23,M,White,MCO
Conrad Brooks,SW,SW27007,24,M,Black/African American,MCO
Valeri Rose,AS,AS61812,56,F,Black/African American,PHL
Zachary Dowling,AS,AS21832,42,M,Hispanic/Latino,PHL
William Arnold,SW,SW75525,84,M,Black/African American,MIA
Wendy Dieppa,DL,DL31181,77,F,Black/African American,MDW
Karina Torres,DL,DL82189,31,F,White,SEA
Jan Victoria,DL,DL71667,48,M,Native Hawaiian/Pacific Islander,SLC
Tony Tripp,AA,AA56551,34,M,Native Hawaiian/Pacific Islander,SAN
Fred Keene,HA,HA65153,75,M,Native American/Alaska Native,JFK
Paul Chang,AS,AS14366,30,M,Asian,BWI
Marie Sanders,SW,SW77782,45,F,Native Hawaiian/Pacific Islander,DTW
Cynthia Hill,AS,AS96735,78,F,Black/African American,DEN
John Boyers,SW,SW75670,33,M,White,SEA
Paul Kirk,SW,SW55829,73,M,Black/African American,JFK
Omar Johnson,DL,DL27885,75,M,Native Hawaiian/Pacific Islander,ATL
Jermaine Harvey,UA,UA59260,66,M,Black/African American,IAH
Justin Markrof,AA,AA77786,33,M,Native Hawaiian/Pacific Islander,PHL
Dorothy Denning,DL,DL68972,45,F,Hispanic/Latino,IAH
Carmine Treadwell,AA,AA10249,54,M,White,ATL
Ricky Osborne,SW,SW99794,71,M,Native American/Alaska Native,PHL
Harold Marcum,AA,AA72794,24,M,Asian,CLT
Robert Whiteside,SW,SW93967,56,M,Native American/Alaska Native,ATL
Dewey Gonzalez,HA,HA31253,65,M,Hispanic/Latino,LGA
Dana Hutchins,SW,SW14050,82,F,Hispanic/Latino,EWR
James Smith,DL,DL22804,63,M,Asian,FLL
Agnes Haag,AA,AA97009,64,F,Asian,ATL
Stephanie Coward,DL,DL18197,31,F,Native Hawaiian/Pacific Islander,BOS
Katie Moen,AA,AA14570,57,F,Asian,PHX
John Boshard,DL,DL46867,53,M,Asian,BOS
Vesta Kimble,AA,AA98713,58,F,Hispanic/Latino,MCO
Mary Anderson,AS,AS68136,36,F,Hispanic/Latino,BOS
Quincy Johnson,AA,AA54855,22,M,Native Hawaiian/Pacific Islander,MDW
Joe Sanders,AA,AA44979,49,M,Black/African American,IAH
Helen Rodgers,SW,SW28371,61,F,Native Hawaiian/Pacific Islander,PHX
Jose Parker,AS,AS31664,41,M,Black/African American,MDW
Herbert Brown,UA,UA76008,81,M,Hispanic/Latino,DTW
Peter Garcia,SW,SW81195,67,M,Asian,DFW
Timothy Aronow,AS,AS97424,73,M,White,EWR
Mary Henry,AS,AS39995,38,F,White,MSP
Chad Reeves,AS,AS81074,44,M,Hispanic/Latino,MCO
Barbara Anderson,AA,AA15685,55,F,Native American/Alaska Native,PHL
Wilma Flores,AS,AS98227,23,F,Black/African American,TPA
Marie Bailey,AA,AA46900,67,F,Native Hawaiian/Pacific Islander,SEA
Doris Gordon,AS,AS38887,61,F,Black/African American,TPA
Jeri Hernandez,AS,AS74330,29,F,Black/African American,IAH
Ruth Lovett,SW,SW80678,76,F,Native American/Alaska Native,ATL
Joseph Stamper,DL,DL27328,53,M,Black/African American,LGA
James Pontiff,UA,UA31999,47,F,Black/African American,MIA
Phyllis Davis,SW,SW26362,35,F,Native American/Alaska Native,MIA
Patricia Vito,SW,SW66460,82,F,Native Hawaiian/Pacific Islander,MIA
Felix Smith,UA,UA67125,52,M,Native American/Alaska Native,BWI
Rose Rochelle,HA,HA80133,46,F,Native American/Alaska Native,MSP
Kevin Dorman,AA,AA92021,84,M,Asian,TPA
Edmond Felix,AA,AA12014,65,M,Native Hawaiian/Pacific Islander,DFW
Erin Mccoy,SW,SW37211,23,F,Native American/Alaska Native,EWR
Hubert Sands,HA,HA69692,77,M,Black/African American,LAS
Peggy Garhart,AS,AS47458,72,F,Native American/Alaska Native,LGA
Mary Nice,HA,HA43224,46,F,Asian,DTW
John Munoz,AA,AA61823,36,M,Asian,SAN
Mark Watt,AA,AA82171,41,M,Black/African American,PHX
William Saucier,DL,DL64283,27,M,Native American/Alaska Native,ORD
Teri Hutchison,AA,AA54177,52,F,Native Hawaiian/Pacific Islander,TPA
Ella Pugh,DL,DL77345,33,F,Native American/Alaska Native,MDW
Justin Heffron,AS,AS41945,31,M,Native Hawaiian/Pacific Islander,FLL
Mary Harvey,DL,DL20440,76,F,Native American/Alaska Native,ORD
Rachel Clark,UA,UA41905,73,F,Native American/Alaska Native,SEA
Lorene Sweeney,SW,SW62438,25,F,Native American/Alaska Native,LAX
Claudia Harris,AA,AA40421,48,F,Hispanic/Latino,JFK
Ezra Peters,AS,AS78330,22,M,Native American/Alaska Native,EWR
Ervin Sosa,SW,SW78203,33,M,Native American/Alaska Native,MCO
Jose Bjorseth,SW,SW44744,29,M,Native American/Alaska Native,DFW
Keith Norris,AA,AA97528,68,M,Native Hawaiian/Pacific Islander,ATL
Sandra Colter,DL,DL12266,45,F,Native American/Alaska Native,PHL
Danny Hunt,AA,AA73176,38,M,Hispanic/Latino,SLC
Mary Mccune,AS,AS39542,68,F,White,SFO
Armando Ballard,AS,AS68428,36,M,Native American/Alaska Native,SFO
Eugene Carrera,UA,UA61414,59,M,Native American/Alaska Native,PHL
Richard Gurke,UA,UA76268,30,M,Native Hawaiian/Pacific Islander,PHL
Andrew Edie,DL,DL51011,51,M,Native Hawaiian/Pacific Islander,MIA
Lena Collette,UA,UA86582,60,F,Black/African American,DEN
Richard Gage,DL,DL20323,43,M,Hispanic/Latino,SLC
Renee Thompson,AA,AA88213,69,F,Black/African American,SFO
Bonnie Harris,AA,AA37018,27,F,Hispanic/Latino,FLL
Dorothy Kotson,DL,DL21853,54,F,Black/African American,LGA
Arnold Gates,SW,SW29207,30,M,Asian,IAH
Nicholas Scott,AA,AA13936,35,M,White,TPA
Arthur Horn,DL,DL16712,40,M,Native Hawaiian/Pacific Islander,LAS
Verna Clark,AS,AS48026,40,F,Native American/Alaska Native,SFO
Kristin Thomas,UA,UA79998,70,F,White,ATL
Shaun Clark,SW,SW66845,68,M,Native Hawaiian/Pacific Islander,DTW
Penelope Ligon,UA,UA95736,54,F,White,BOS
Katie Rabun,UA,UA72941,57,F,Native American/Alaska Native,LGA
Kevin Agnew,SW,SW98108,52,M,Black/African American,JFK
Roger Mendez,AS,AS14358,27,M,Hispanic/Latino,SLC
Jesse Canfield,HA,HA47012,82,M,Asian,DFW
Paul Hardaway,UA,UA43848,58,M,Black/African American,ATL
Dorothy Llamas,DL,DL53547,56,F,Native Hawaiian/Pacific Islander,SLC
David Hughes,UA,UA58044,22,M,Native American/Alaska Native,ORD
Charles Robertson,DL,DL37018,57,M,Native Hawaiian/Pacific Islander,ATL
Jeannette Mckoy,AA,AA23864,27,F,Native Hawaiian/Pacific Islander,MDW
Melodie Cox,AA,AA45853,43,F,White,BNA
Beverly Feaster,AS,AS17704,67,F,White,LAX
Karen Piller,SW,SW29904,66,F,Black/African American,PHL
Tristan Johnson,HA,HA88403,79,F,Native American/Alaska Native,IAD
Jessica Jandreau,UA,UA34418,35,F,Black/African American,MDW
Todd Spence,DL,DL86619,69,M,Native American/Alaska Native,DTW
Brian Pullum,AS,AS51444,25,M,Hispanic/Latino,PHX
Michael Vaughn,DL,DL22748,32,M,Native Hawaiian/Pacific Islander,JFK
Tamara Spurlock,SW,SW62486,77,F,Black/African American,DFW
Brenda Brown,AS,AS79442,68,F,Black/African American,IAD
Charlie Vazquez,AA,AA13233,48,M,Native American/Alaska Native,BNA
Jenny Thomas,UA,UA95140,35,F,Native American/Alaska Native,LAX
Donna Bame,AA,AA39272,28,F,Native Hawaiian/Pacific Islander,SLC
Tabitha Franco,UA,UA42432,42,F,Asian,DEN
Benjamin Kim,HA,HA68856,33,M,White,BOS
Nathan Watkins,AA,AA88651,74,M,Native American/Alaska Native,SAN
Charles Shepard,UA,UA28946,81,M,Asian,SLC
Lolita Fisher,DL,DL82923,71,F,Native Hawaiian/Pacific Islander,PHX
Tara Medel,AS,AS48614,75,F,Hispanic/Latino,SLC
Dennis Chambers,UA,UA92368,37,M,Hispanic/Latino,LAX
Manuela Hurst,DL,DL60700,64,F,Native American/Alaska Native,MDW
Ethel Wood,HA,HA59001,81,F,White,DEN
Deanna Shaffer,AS,AS54298,35,F,Black/African American,SLC
Betty Oneill,DL,DL51431,64,F,White,JFK
William Cook,UA,UA67076,77,M,Hispanic/Latino,EWR
Heather Perkins,HA,HA24142,37,F,Asian,LAX
Maria Miller,DL,DL67698,82,F,Black/African American,PHX
Lawrence Reid,SW,SW67837,44,M,Asian,MDW
Junior Harrell,UA,UA87794,32,M,Hispanic/Latino,SAN
Alexandra Reece,DL,DL72707,36,F,Hispanic/Latino,MDW
Sean Gill,SW,SW74841,61,M,Native American/Alaska Native,LGA
Michael Myers,AS,AS59445,53,M,White,LAS
Jack Williams,AS,AS84186,30,M,White,LAS
Alejandro Marchitto,UA,UA32447,73,M,Black/African American,ORD
Richard Mccarthy,AA,AA39492,42,M,Asian,DTW
Johnnie Cilenti,DL,DL49268,83,F,Hispanic/Latino,ATL
James Nelson,AA,AA71221,80,M,Native Hawaiian/Pacific Islander,PHX
Yvonne Blevins,SW,SW58225,43,F,Asian,DEN
Diane Ricks,SW,SW27488,34,F,White,IAH
Maria Shaw,DL,DL32401,36,F,Native American/Alaska Native,BNA
Tom Goff,DL,DL67988,73,M,Black/African American,DEN
Nancy Rosario,AS,AS33209,73,F,Hispanic/Latino,BOS
Annie Norsworthy,AS,AS43546,23,F,Native Hawaiian/Pacific Islander,MIA
Dana Gribble,DL,DL27978,29,F,Black/African American,SLC
Barbara Mcdaniel,AA,AA63700,77,F,Black/African American,ORD
Raymond Miller,SW,SW10608,66,M,Native American/Alaska Native,FLL
Agnes Roden,UA,UA41441,66,F,Native American/Alaska Native,SFO
Roy Ellison,DL,DL38250,45,M,White,DFW
Lucile Knobbe,SW,SW85526,40,F,Black/African American,MCO
Michelle Mckay,DL,DL43463,70,F,Hispanic/Latino,DFW
Mike Pushard,UA,UA26507,67,M,White,LGA
Kathe Merrill,UA,UA38924,51,F,Hispanic/Latino,BWI
Samuel Smith,AA,AA55872,67,M,White,SEA
Shirley Estell,DL,DL16293,74,F,Hispanic/Latino,SFO
Bryant Haynes,AA,AA11159,26,M,White,BOS
Bart Holder,HA,HA82814,62,M,Hispanic/Latino,LAS
Jessie Hill,SW,SW64376,37,F,Hispanic/Latino,PHL
Kathleen Lu,AS,AS36082,48,F,Native American/Alaska Native,MIA
Adrienne Casias,AA,AA72088,46,F,Native Hawaiian/Pacific Islander,BOS
Tara Mccormack,AA,AA76203,71,F,Hispanic/Latino,BOS
Debbie Caldwell,HA,HA19561,77,F,Asian,PHX
Edna Maxcy,AS,AS95457,32,F,Black/African American,MSP
Julissa Vincent,AS,AS71543,58,F,Black/African American,IAD
George Brady,DL,DL59214,23,M,White,TPA
Pamela Jones,DL,DL91668,77,F,Asian,IAD
Nathan Thomas,DL,DL39733,81,M,Black/African American,DFW
Charles Anderson,SW,SW34772,58,M,White,BNA
Dolores Harris,HA,HA95213,28,F,Black/African American,CLT
Lauren Timmer,AA,AA27269,49,F,White,BWI
Kimberly Tammaro,AA,AA16307,73,F,Asian,PHX
Patty Barron,HA,HA41881,54,F,Hispanic/Latino,ATL
Jack Lackey,AS,AS30328,37,M,Native Hawaiian/Pacific Islander,SFO
Mary Rose,SW,SW87381,74,F,Asian,SLC
Constance Mackey,SW,SW40747,76,F,White,MDW
Steven Marti,UA,UA22682,72,M,Native American/Alaska Native,MCO
Vesta Schmitt,HA,HA70564,50,F,Hispanic/Latino,ORD
Ronald Merchant,AA,AA91385,23,M,Hispanic/Latino,EWR
Elizabeth Mendez,HA,HA84559,74,F,White,BOS
Edward Mccright,UA,UA86144,70,M,Black/African American,BOS
Gerald Bower,DL,DL28149,35,M,Black/African American,FLL
John Tingley,AA,AA60144,22,M,Hispanic/Latino,BOS
David Smith,SW,SW90124,55,M,Asian,EWR
Elliott Adams,SW,SW58890,38,M,Black/African American,LAX
William Huffman,AA,AA85742,22,M,Native American/Alaska Native,IAH
Jeanette Goodwin,UA,UA68063,62,F,Asian,FLL
Maryellen Diss,UA,UA50192,61,F,Hispanic/Latino,MSP
Alicia Bernal,UA,UA67397,58,F,Black/African American,BOS
Barbara Omeara,AS,AS25444,32,F,Hispanic/Latino,BNA
Adolph Meja,DL,DL41358,41,M,White,MIA
Sean Sargeant,AS,AS59235,63,M,Asian,PHL
Joann Gonzalez,HA,HA42839,37,F,Native American/Alaska Native,LAS
Cora Goree,SW,SW47439,44,F,White,CLT
Christopher Zimmerman,AA,AA72040,35,M,Native American/Alaska Native,DTW
James Finigan,SW,SW84514,52,M,Native Hawaiian/Pacific Islander,JFK
Johnnie Young,UA,UA45967,25,M,Native Hawaiian/Pacific Islander,LAX
Robert Lewis,SW,SW55761,43,M,White,SAN
Richard Stanislawski,UA,UA55974,73,M,Hispanic/Latino,LAS
Lilian Luu,AA,AA39744,67,F,Native Hawaiian/Pacific Islander,EWR
Charles Sircy,DL,DL17689,36,M,White,MDW
John Gunter,AS,AS59015,48,M,Hispanic/Latino,TPA
Victor Roberts,HA,HA61047,53,M,Hispanic/Latino,BWI
Joe Adams,DL,DL19964,74,M,Asian,LAX
Robyn Schauble,AA,AA33441,26,F,Asian,LAS
Leonardo Wilson,AA,AA45888,67,M,White,MCO
Joan Ingram,AS,AS50988,25,F,Native American/Alaska Native,IAD
Sherry Herndon,AS,AS46469,59,F,Black/African American,ATL
Edward Debusk,AS,AS55730,28,M,Native American/Alaska Native,LAX
James Layne,SW,SW19522,40,M,Native Hawaiian/Pacific Islander,TPA
Les Lembo,DL,DL11074,78,M,White,PHL
Kenneth Shaw,SW,SW25258,26,M,Native Hawaiian/Pacific Islander,FLL
Donald Degeorge,AA,AA45618,22,M,Native American/Alaska Native,DFW
Charles Patrick,HA,HA35901,70,M,Hispanic/Latino,EWR
Roger Barrett,HA,HA44210,66,M,Asian,EWR
Cheri Wright,AS,AS72258,84,F,Asian,SAN
John Dennis,SW,SW63441,47,M,Black/African American,ATL
Eric Martindale,UA,UA45274,53,M,Native American/Alaska Native,FLL
Robert Wright,AA,AA87512,68,M,Hispanic/Latino,EWR
Kathy Windom,UA,UA27238,31,F,Black/African American,IAD
Michael Valenzuela,UA,UA60788,75,M,Black/African American,SLC
Richard Cobb,UA,UA73546,34,M,Native American/Alaska Native,IAH
John Tillman,DL,DL22329,80,M,Native Hawaiian/Pacific Islander,SFO
Joseph Martin,UA,UA31136,71,M,Asian,CLT
Michelle Johnson,HA,HA53546,31,F,Hispanic/Latino,BOS
Brian Howard,SW,SW54915,60,M,Black/African American,LAS
Edmund Brown,SW,SW68861,56,M,Black/African American,MSP
Hannah Rappa,DL,DL48802,37,F,Native Hawaiian/Pacific Islander,IAD
Amanda Koroma,SW,SW81154,34,F,Native Hawaiian/Pacific Islander,BOS
Carole Cox,SW,SW45195,75,F,Native American/Alaska Native,BOS
Wayne Oshita,AS,AS54585,67,M,Hispanic/Latino,ORD
Walter Doherty,AS,AS81000,76,M,Native American/Alaska Native,PHL
Anna Lambert,HA,HA39698,66,F,Asian,TPA
Jose Jones,AS,AS22149,39,M,White,MCO
Thomas Adams,DL,DL28501,22,M,Native American/Alaska Native,FLL
Debbie Merle,AS,AS34349,50,F,Hispanic/Latino,MCO
Ryan Curtis,SW,SW77227,78,M,Black/African American,MSP
Winifred Stephenson,AS,AS13216,56,F,Hispanic/Latino,BNA
Marcos Remington,AA,AA58405,70,M,Black/African American,IAD
Betty Brown,AA,AA77651,76,F,Asian,LGA
Stephanie Blake,HA,HA43259,36,F,Native American/Alaska Native,BOS
Richard Ireland,UA,UA51092,28,M,Native Hawaiian/Pacific Islander,ORD
Arletta Hoggatt,AS,AS39909,27,F,White,JFK
Douglas Pettit,AA,AA23113,73,M,Native American/Alaska Native,BNA
Osvaldo Schuyler,AS,AS27912,40,M,White,CLT
Jerry Mcdowell,AS,AS96755,43,M,Asian,IAD
Michael Romriell,UA,UA71146,55,M,Native Hawaiian/Pacific Islander,ORD
Kay Morris,DL,DL81433,71,F,Black/African American,CLT
Charles Hughes,SW,SW30529,24,M,Asian,TPA
Lorene Toth,UA,UA93319,76,F,Hispanic/Latino,BNA
Dale Langevin,AS,AS72212,26,M,Black/African American,BOS
Catherine Johnson,DL,DL40052,67,F,Black/African American,LGA
Humberto Novak,UA,UA59686,59,M,Hispanic/Latino,MSP
Steven Brooks,DL,DL74056,24,M,Native Hawaiian/Pacific Islander,FLL
Wendell Conway,HA,HA70218,46,M,Asian,BNA
Richard Morse,AA,AA72664,56,M,Asian,JFK
Brandi Lafleur,HA,HA55665,45,F,Native Hawaiian/Pacific Islander,LAX
Peggy Connor,DL,DL51620,79,F,Asian,MCO
Louise Cook,AA,AA55171,70,F,Native American/Alaska Native,BWI
Harry Haynes,SW,SW21756,25,M,Hispanic/Latino,TPA
Julie Helton,SW,SW74547,31,F,Hispanic/Latino,TPA
Jimmie Barham,UA,UA92743,66,F,Asian,IAH
Karen Perrigo,DL,DL13983,61,F,Black/African American,DEN
Bernice Kilcrease,HA,HA42519,30,F,Native American/Alaska Native,JFK
Nicholas Johnson,UA,UA91606,74,M,Native American/Alaska Native,LGA
Donna Loftis,UA,UA16096,71,F,White,DEN
Thomas Arroyo,AA,AA10447,22,M,White,DEN
Waldo Mcbride,AA,AA91711,77,M,White,ORD
Maria Giffin,SW,SW41007,27,F,Native American/Alaska Native,FLL
Kim Oliveira,DL,DL28928,62,F,White,ATL
Margaret Boynton,HA,HA10457,31,F,Native American/Alaska Native,TPA
Victor Roberts,HA,HA64274,70,M,Native American/Alaska Native,LGA
Matthew Sturman,SW,SW83584,48,M,Asian,SEA
Andres Butler,UA,UA98672,54,M,Native Hawaiian/Pacific Islander,BWI
Curtis Rosales,AA,AA15444,38,M,Asian,BNA
Anthony Floyd,UA,UA44069,49,M,Native American/Alaska Native,PHX
Willis Ford,DL,DL64094,77,M,Asian,IAD
Jennifer Peters,DL,DL53536,68,F,Native Hawaiian/Pacific Islander,LGA
Becky Amburn,AA,AA92079,73,F,Hispanic/Latino,CLT
Robert Brosius,SW,SW33227,72,M,Hispanic/Latino,MDW
Velma Harry,DL,DL74012,46,F,Asian,LAX
Lauralee Pack,UA,UA15000,79,F,Native Hawaiian/Pacific Islander,IAD
Rebecca Siple,HA,HA76282,41,F,Hispanic/Latino,SAN
Joseph Park,HA,HA16860,61,M,Native American/Alaska Native,DTW
Joel Smith,DL,DL67397,30,M,Black/African American,IAD
Myra Coronado,SW,SW78144,36,F,Native American/Alaska Native,LAX
Tina Ricley,DL,DL23713,83,F,Black/African American,LGA
Philip Carlson,UA,UA79857,54,M,Native Hawaiian/Pacific Islander,SFO
Minnie Leblanc,HA,HA91091,72,F,White,EWR
Danielle Purdom,UA,UA96222,53,F,Black/African American,ORD
Brent Savage,UA,UA14105,42,M,Asian,FLL
Paul Myers,SW,SW85171,52,M,Black/African American,BWI
Paul Bertram,HA,HA72854,79,M,Asian,MIA
Stephanie Fletcher,UA,UA31412,28,F,Hispanic/Latino,SAN
Dana Anderson,HA,HA21231,51,M,White,LAS
Heidi Montano,AS,AS49583,38,F,Black/African American,BOS
Anthony Peters,AA,AA19248,84,M,Hispanic/Latino,SAN
Bernard Jackson,AS,AS61664,34,M,Asian,FLL
Mary Summerville,AA,AA70391,43,F,Hispanic/Latino,LAX
Craig West,AS,AS19809,73,M,Hispanic/Latino,TPA
Angeline Estrada,AA,AA75399,52,F,Black/African American,TPA
Martha Daniels,HA,HA10208,69,F,White,SEA
Kathleen Hammond,DL,DL24537,39,F,Asian,SFO
Jana Smith,SW,SW32193,67,F,Hispanic/Latino,LGA
Marilyn Formella,AS,AS55904,28,F,Black/African American,DFW
Kathleen Brothers,DL,DL21647,67,F,Asian,MSP
Kent Manning,DL,DL71804,47,M,Native American/Alaska Native,LGA
Harry Hyler,UA,UA61146,64,M,Black/African American,LAX
Lorenzo Hollack,AA,AA39014,33,M,Native American/Alaska Native,TPA
Sharon Huges,AS,AS71731,70,F,Native American/Alaska Native,CLT
Ethel Matthews,AA,AA74203,53,F,Native American/Alaska Native,PHL
Eric Janeway,AA,AA81770,26,M,White,SEA
Kevin Nelson,AA,AA58671,46,M,Asian,SLC
Vernon Robinson,AA,AA38547,68,M,Black/African American,LAS
William Reese,AA,AA42356,61,M,Black/African American,BNA
Kathryn Daniels,DL,DL18490,24,F,Asian,SLC
Frank Anderson,UA,UA18991,58,M,Hispanic/Latino,TPA
John Medlin,UA,UA66933,74,M,Asian,LAS
Andrea Sweatt,SW,SW93402,25,F,Native American/Alaska Native,TPA
Kenneth Dellosso,AA,AA87090,46,M,Native Hawaiian/Pacific Islander,DEN
Jana Morrison,AS,AS19318,61,F,Native American/Alaska Native,TPA
Alvina Pascanik,AA,AA25419,24,F,Native Hawaiian/Pacific Islander,BOS
Patricia Rainer,AS,AS14647,84,F,White,MSP
Virginia Heard,AA,AA29020,61,F,Black/African American,IAH
Vera Fernandez,AA,AA30876,50,F,Native Hawaiian/Pacific Islander,LAX
Rhonda Gillette,AS,AS29009,82,F,White,ATL
Jane Lamm,AA,AA59197,51,F,Native American/Alaska Native,EWR
Karen Hurt,AA,AA84662,33,F,White,IAH
David Amedee,HA,HA74563,56,M,Asian,MCO
Eva Stokes,HA,HA60587,50,F,Native American/Alaska Native,TPA
Dwayne Chandler,SW,SW83047,24,M,White,JFK
Carol Williams,AA,AA48641,74,F,Hispanic/Latino,LAX
Lisa Mcfall,SW,SW80471,38,F,Black/African American,CLT
Glenn Owens,HA,HA98847,28,M,Native American/Alaska Native,SLC
Mary Harden,AS,AS91247,70,F,Asian,SAN
Terry Donelson,AA,AA22182,47,M,Asian,DFW
John Scott,UA,UA61695,53,M,White,SLC
Christie Bustillos,UA,UA24474,79,F,Native American/Alaska Native,CLT
Beulah Dunnam,SW,SW21473,50,F,Black/African American,DTW
John Starks,AS,AS63711,33,M,Black/African American,EWR
Derek Dragon,AS,AS43116,25,M,White,BOS
Amanda Mobley,DL,DL21597,71,F,Native Hawaiian/Pacific Islander,MIA
Doris Rising,AA,AA19934,51,F,Asian,TPA
Evelyn Sweet,UA,UA64735,77,F,White,ORD
Gale Manley,UA,UA97388,40,M,Black/African American,BNA
Joanne Shaw,SW,SW35900,84,F,Hispanic/Latino,ATL
Daniel Caldwell,HA,HA16399,24,M,Native Hawaiian/Pacific Islander,MSP
Mary Sackal,AS,AS90962,38,F,Native Hawaiian/Pacific Islander,LAS
Christina Lambert,DL,DL17171,33,F,Hispanic/Latino,TPA
Barbara Bild,HA,HA98740,47,F,Native American/Alaska Native,JFK
Ryan Snyder,AA,AA70621,55,M,Black/African American,SLC
Kathleen Graff,DL,DL27137,33,F,Asian,LGA
Elizabeth Mendoza,DL,DL22457,40,F,Native Hawaiian/Pacific Islander,PHX
Peggy Gonzalez,SW,SW12824,29,F,Asian,SAN
Philip Lowrey,SW,SW50060,77,M,Asian,ATL
Thomas Shepherd,AA,AA62826,68,M,Native American/Alaska Native,BOS
Sylvia Nix,HA,HA62745,71,F,Native Hawaiian/Pacific Islander,EWR
Robert White,AS,AS66730,49,M,Native Hawaiian/Pacific Islander,SLC
Dorothy Pomerleau,AA,AA46082,43,F,Asian,SFO
Leonard Folden,DL,DL82551,31,M,Asian,FLL
Ruben Beaudoin,HA,HA36232,31,M,Asian,DFW
Jackelyn King,AS,AS26500,45,F,Native American/Alaska Native,SLC
Ralph Quintero,SW,SW29614,41,M,Native Hawaiian/Pacific Islander,JFK
Jason Rivera,AS,AS56883,32,M,Native Hawaiian/Pacific Islander,LAS
Adrian Boring,HA,HA33868,35,F,Asian,MSP
Linda Fuller,AS,AS16120,60,F,Native American/Alaska Native,PHL
Curtis Whipps,AS,AS17912,22,M,Asian,CLT
Gladys Sunday,DL,DL41614,65,F,Black/African American,LAX
Frederick Martinez,SW,SW63388,83,M,Asian,MIA
Delma Fortune,SW,SW82251,75,F,White,EWR
Kenneth Miller,SW,SW83264,53,M,Native American/Alaska Native,MSP
Latonya Brown,HA,HA40365,42,F,White,DFW
Kathleen Koch,UA,UA69440,56,F,Native Hawaiian/Pacific Islander,PHL
Yolanda Garrison,SW,SW11873,34,F,White,MCO
Dianne Spencer,AA,AA54188,53,F,Black/African American,CLT
Lisa Morris,DL,DL40384,64,F,Native American/Alaska Native,ATL
Erica Dove,DL,DL80004,64,F,White,ORD
Casey Dabney,HA,HA38754,82,M,Asian,BNA
Robby Matthews,UA,UA12881,83,M,Native Hawaiian/Pacific Islander,SAN
Pedro Bowman,HA,HA17784,43,M,Hispanic/Latino,MSP
